path,distance
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_000.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_001.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_002.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_003.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_004.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_005.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_006.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_007.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_008.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_009.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_010.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_011.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_012.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_013.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_014.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_015.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_016.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_017.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_018.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_019.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_020.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_021.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_022.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_023.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_024.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_025.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_026.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_027.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_028.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_029.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_030.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_031.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_032.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_033.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_034.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_035.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_036.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_037.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_038.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_039.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_040.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_041.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_042.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_043.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_044.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_045.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_046.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_047.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_048.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_cauctions/cauctions_049.lp,2.01044
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_facilities/facilities_000.lp,3.000343921281256
/workspace/Branch-Learning-Distance-Threshold/data/instances/eval_facilities/facilities_001.lp,3.000343921281256
